30.0	178.5	5.0	1	114.31158155473231	30.598466736400987	0
24	187.5	5.0	1	121.48053886017651	31.235929042252014	1
24	172.5	5.0	1	113.27242891272826	23.13794855653905	1
30.0	182.5	5.0	1	113.27242891272826	23.13794855653905	0
28.0	178.0	5.0	1	120.21551180372168	30.25308298169347	0
24	179.5	5.0	1	119.14746320322271	33.508999838207515	1
27.5	173.0	5.0	1	112.94547319535287	28.23488939994364	0
32.0	180.0	5.0	1	116.4133836971231	39.910924547299565	1
30.0	185.0	5.0	1	123.45599	41.720916	1
24	181.5	5.0	1	121.48053886017651	31.235929042252014	1
29.0	184.0	5.0	1	116.4133836971231	39.910924547299565	1
30.5	183.5	5.0	1	123.43559785683209	41.84146525120185	1
24	182.0	5.0	1	106.55843415537664	29.568996245338923	1
33.5	172.5	5.0	1	114.31158155473231	30.598466736400987	0
30.0	180.0	5.0	1	123.45599	41.720916	1
29.5	180.0	5.0	1	118.5135795794315	31.676265597609103	0
29.0	200.0	5.0	1	104.07346654728391	30.577543147015334	0
28.0	174.5	5.0	1	110.36555441392824	21.276723439012073	0
28.0	181.0	5.0	1	121.48053886017651	31.235929042252014	0
29.5	175.0	5.0	1	123.45599	41.720916	1
29.5	185.0	5.0	1	106.55843415537664	29.568996245338923	1
24	187.0	5.0	1	118.36353300501388	35.11067124236514	1
27.5	185.0	5.0	1	110.32552547126409	20.04404943925674	1
30.5	185.0	5.0	1	113.38945001822157	31.6965167723283	1
30.0	181.5	5.0	1	121.48053886017651	31.235929042252014	0
24	180.5	5.0	1	121.62163148459285	38.9189536667856	1
26.5	188.0	5.0	1	121.48053886017651	31.235929042252014	0
24	181.5	5.0	1	118.06145253489896	36.81908568332188	1
25	180.0	5.0	1	123.45599	41.720916	1
31.5	176.0	5.0	1	104.08153351042463	30.655821878416408	0
29.5	177.0	5.0	1	104.07346654728391	30.577543147015334	0
26.5	180.0	5	1	121.48053886017651	31.235929042252014	0
24	185.0	5.0	1	123.45599	41.720916	1
32.0	190.0	5.0	1	123.45599	41.720916	1
29.0	183.0	5.0	1	120.21551180372168	30.25308298169347	0
24	182.5	5.0	1	123.45599	41.720916	1
24	185.5	5.0	1	122.1680354229059	40.72495580033915	1
30.0	177.5	5.0	1	118.09643549976651	24.485406605176305	0
24	180.0	5.0	1	104.07346654728391	30.577543147015334	1
28.5	177.5	5.0	1	104.08153351042463	30.655821878416408	0
27.0	177.5	5.0	1	114.31158155473231	30.598466736400987	0
28.0	176.5	5.0	1	118.76955164466914	32.066776944293416	1
31.5	180.0	5.0	1	103.83247812812213	36.06546488736762	0
24	194.0	5.0	1	114.31158155473231	30.598466736400987	1
27.5	179.5	5.0	1	114.34844073658718	30.551600064658352	0
30.5	185.5	5.0	1	112.94547319535287	28.23488939994364	0
24	183.0	5.0	1	108.3345212294372	22.821268997908664	1
27.0	179.0	5.0	1	117.02744162847857	36.674856650404905	1
29.0	180.0	5.0	1	120.90159173866185	31.98654943120089	1
24	173.5	5.0	1	116.68852864054833	23.35909171772515	1
21.0	172.5	5.0	1	123.45599	41.720916	1
24	184.0	5.0	1	123.45599	41.720916	1
24	177.5	5.0	1	113.06246832527266	23.688230292088083	1
26.5	177.0	5.0	1	87.62443993536046	43.830763204290484	0
24	177.5	5	1	116.4133836971231	39.910924547299565	1
24	184.5	5.0	1	123.45599	41.720916	1
27.0	181.5	5.0	1	106.55843415537664	29.568996245338923	0
27.5	182.5	5.0	1	119.30346983854001	26.080429420698078	0
24	179.0	5.0	1	120.59241222959322	31.303564074441766	1
24	181.5	5.0	1	121.48053886017651	31.235929042252014	1
